text,mood,textID,sentiment,selected_text
i think its kind of taken us this long to build up a good inventory of sauces oils spices and other non perishables to feel like we have a chance at making something delicious without having to specifically go out and buy every single item in a recipe,joy,7224520428,positive,good
i now feel i can advise other dads whose children will soon become teenagers it s not cool to pull up to your kid s high school to pick them up in a smelly jalopy with plants coming out the windows,joy,6880561664,positive,it s not cool
i feel victimized by the drag on our country with heads in the sand traditionalists i hesitate to call them conservatives for fear of offending real honest to god conservatives who still think the world was created years ago and that stuff like skeletal remains are some kind of hoax,sadness,4808489015,negative,victimized
i would feel lucky to call any of the materials and kits on your site mine they are just beautifully curated,joy,9185069007,positive,lucky to call any of the materials and kits on your site mine they are just beautifully curated
i have been for my bloods which proved the reason i was feeling so lethargic and rubbish was that i am low on iron so i have now been prescribed iron tablets,sadness,6130547174,negative,lethargic
i have my own mind and i feel like my mind is dangerous to my life,anger,904505821,negative,dangerous to my life
i feel like i love everyone or at least i am compassionate toward others,love,298986360,positive,i love
i feel as if i should be punished for neglecting you,sadness,7978102554,negative,i feel as if i should be punished for neglecting you
i feel like it just doesnt capture the beauty of this lovely polish,love,6491815496,positive,i feel like it just doesnt capture the beauty of this lovely polish
i feel like i ve lost some of my main roots i feel less secure emotionally financially and socially,sadness,7986486611,negative,i feel like i ve lost some of my main roots i feel less secure emotionally financially and socially
i feel like i should just bite the bullet and do it but every time i think about it i feel stressed because im not fully supported on my decisions,sadness,9333891359,negative,i feel stressed because im not fully supported on my decisions
i know i have some obnoxiously immature sounding verbal tics and my voice is kind of nasal and i don t always come across like the sharpest tool in the shed especially when i m feeling awkward but there s knowing and there s knowing you know,sadness,9096025748,negative,awkward
id just had a terrible nightmare and was feeling a little disturbed,sadness,2267876391,negative,terrible nightmare and was feeling a little disturbed
i didnt want to walk passed there just in case the customers feel disturbed,sadness,7407489783,negative,disturbed
i want other sufferers to be able to find me in the hope that my battle can help them to feel that they are not alone,sadness,3602406596,negative,i want other sufferers to be able to find me in the hope that my battle can help them to feel that they are not alone
i am feeling exceptionally reluctant to go to school tomorrow even though its monday and the timetable is pretty good,fear,3044387668,negative,i am feeling exceptionally reluctant
i am so festive this feels so delicious wheeeeee what a great night,joy,9507606137,positive,this feels so delicious
i am not looking forward to being beaten down to feeling like a disappointment to my husband or to the emotional pain,sadness,6515690688,negative,i am not looking forward to being beaten down to feeling like a disappointment
